intensity	day_of_week	month	day	hour	minute
0.800471327572663	3	04	26	15	23
0.6887351778656127	3	04	26	15	28
0.7201384881708021	3	04	26	15	33
0.6344816432152677	3	04	26	15	38
0.8022739877981142	3	04	26	15	43
0.7160324010392786	3	04	26	15	48
0.7142857142857143	3	04	26	15	53
0.6960149195131528	3	04	26	15	58
0.6656277827248441	3	04	26	16	03
0.9943181818181818	3	04	26	16	08
0.7345753205128205	3	04	26	16	13
0.7797367183826986	3	04	26	16	18
0.7637732857709076	3	04	26	16	23
0.719650832318311	3	04	26	16	28
0.8144833197721725	3	04	26	16	33
0.7010900745840505	3	04	26	16	38
0.7446283391405343	3	04	26	16	43
0.7174280879864636	3	04	26	16	48
0.7114677365429622	3	04	26	16	53
0.8290273556231003	3	04	26	16	58
0.9976798143851509	3	04	26	17	03
0.8253507498790518	3	04	26	17	13
0.7461416940089926	3	04	26	17	18
